# Version 1.8.0 / 2024-07-22,,Changes since last version are marked with a yellow background / Änderungen seit der letzten Version sind mit einem gelben Hintergrund markiert.,,,,,,,,
Type,Group,Source,Destination,Filter,Title,Parent,Title DE,Parent DE,Last Update (Version),Last Update (Date)
# Posts,,,,,,,,,,
,,,,,,,,,,
post,,freitexte->objekttitel,post_title,,,,,,,
"# „freitexte->objektbeschreibung“, „freitexte->lage“, „freitexte->ausstatt_beschr“ and „freitexte->sonstige_angaben“ will be concatenated into the main property description field (post_content).",,,,,,,,,,
"# „freitexte->objektbeschreibung“, „freitexte->lage“, „freitexte->ausstatt_beschr“ und „freitexte->sonstige_angaben“ werden in im Haupt-Beschreibungsfeld der Immobilie (post_content) zusammengefügt.",,,,,,,,,,
post,,freitexte->objektbeschreibung+,post_content,,,,,,,
post,,freitexte->lage+,post_content,,,,,,,
post,,freitexte->ausstatt_beschr+,post_content,,,,,,,
post,,freitexte->sonstige_angaben+,post_content,,,,,,,
#post,,freitexte->dreizeiler,post_excerpt,,,,,,,
,,,,,,,,,,
# Taxonomies,,,,,,,,,,
,,,,,,,,,,
#taxonomy,,objektkategorie->nutzungsart:WOHNEN,no_appropriate_taxonomy_in_shandora,,Living Properties,,Wohnimmobilien,,,
#taxonomy,,objektkategorie->nutzungsart:GEWERBE,no_appropriate_taxonomy_in_shandora,,Commercial Properties,,Gewerbeimmobilien,,,
#taxonomy,,objektkategorie->nutzungsart:ANLAGE,no_appropriate_taxonomy_in_shandora,,Investment,,Kapitalanlage,,,
#taxonomy,,objektkategorie->nutzungsart:WAZ,no_appropriate_taxonomy_in_shandora,,Temporary Living,,Wohnen auf Zeit,,,
,,,,,,,,,,
taxonomy,,geo->ort,property-location,,,,,,,
,,,,,,,,,,
taxonomy,,objektkategorie->objektart->wohnung:wohnungtyp:GALERIE,property-type,,Gallery Flat,Flats,Galeriewohnung,Wohnungen,,
taxonomy,,objektkategorie->objektart->wohnung:wohnungtyp:ROHDACHBODEN,property-type,,Raw Attic,Flats,Rohdachboden,Wohnungen,,
taxonomy,,objektkategorie->objektart->wohnung:wohnungtyp:ATTIKAWOHNUNG,property-type,,Penthouse Apartment,Flats,Attikawohnung,Wohnungen,,
taxonomy,,objektkategorie->objektart->haus,property-type,,House,Houses,Haus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:KEINE_ANGABE,property-type,,House,Houses,Haus,Häuser,1.0.2,2015-04-23
taxonomy,,objektkategorie->objektart->haus:haustyp:REIHENHAUS,property-type,,Row House,Houses,Reihenhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:REIHENEND,property-type,,End Unit,Houses,Reihenendhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:REIHENMITTEL,property-type,,Mid-terrace Town House,Houses,Reihenmittelhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:REIHENECK,property-type,,End Unit,Houses,Reiheneckhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:DOPPELHAUSHAELFTE,property-type,,Semi-detached House,Houses,Doppelhaushälfte,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:EINFAMILIENHAUS,property-type,,Single-family House,Houses,Einfamilienhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:STADTHAUS,property-type,,Town House,Houses,Stadthaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:BUNGALOW,property-type,,Bungalow,Houses,Bungalow,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:VILLA,property-type,,Villa,Houses,Villa,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:RESTHOF,property-type,,Farm,Houses,Resthof,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:BAUERNHAUS,property-type,,Farm House,Houses,Bauernhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:LANDHAUS,property-type,,Country House,Houses,Landhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:SCHLOSS,property-type,,Castle,Houses,Schloss,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:ZWEIFAMILIENHAUS,property-type,,Two Family House,Houses,Zweifamilienhaus,Häuser,1.7.4,2023-10-25
taxonomy,,objektkategorie->objektart->haus:haustyp:MEHRFAMILIENHAUS,property-type,,Multi-family House,Houses,Mehrfamilienhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:FERIENHAUS,property-type,,Holiday Home,Houses,Ferienhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:BERGHUETTE,property-type,,Mountain Hut,Houses,Berghütte,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:CHALET,property-type,,Chalet,Houses,Chalet,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:STRANDHAUS,property-type,,Beach Home,Houses,Strandhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:LAUBE-DATSCHE-GARTENHAUS,property-type,,Pergola / Weekend home / Summerhouse,Houses,Laube / Datsche / Gartenhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:APARTMENTHAUS,property-type,,Apartment House,Houses,Apartmenthaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:BURG,property-type,,Castle,Houses,Burg,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:HERRENHAUS,property-type,,Mansion,Houses,Herrenhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:FINCA,property-type,,Finca,Houses,Finca,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:RUSTICO,property-type,,Rustico,Houses,Rustico,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:FERTIGHAUS,property-type,,Prefabricated House,Houses,Fertighaus,Häuser,,
taxonomy,,objektkategorie->objektart->grundstueck,property-type,,Lot,Lots,Grundstück,Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:WOHNEN,property-type,,Residential Lot,Lots,Grundstück (Wohnbebauung),Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:GEWERBE,property-type,,Commercial Lot,Lots,Grundstück (Gewerbe),Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:INDUSTRIE,property-type,,Industrial Lot,Lots,Industriegrundstück,Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:LAND_FORSTWIRTSCHAFT,property-type,,Agricultural Lot,Lots,Grundstück (Land- und Forstwirtschaft),Grundstücke,1.5.0,2020-02-09
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:LAND_FORSTWIRTSCHAFT,property-type,,Agricultural Lot,Lots,Grundstück (Land- und Forstwirtschaft),Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:FREIZEIT,property-type,,Recreational Lot,Lots,Freizeitgrundstück,Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:GEMISCHT,property-type,,Mixed Lot,Lots,Grundstück (Gemischt),Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:GEWERBEPARK,property-type,,Commercial Park,Lots,Gewerbepark,Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:SONDERNUTZUNG,property-type,,Lot (Special Use),Lots,Grundstück (Sondernutzung),Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:SEE_LIEGENSCHAFT,property-type,,Waterside Property,Lots,Grundstück (See-Liegenschaft),Grundstücke,,
taxonomy,,objektkategorie->objektart->buero_praxen,property-type,,Office,Commercial Properties,Büro / Praxis,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:BUEROFLAECHE,property-type,,Office Space,Commercial Properties,Bürofläche,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:BUEROHAUS,property-type,,Office Building,Commercial Properties,Bürohaus,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:BUEROZENTRUM,property-type,,Office Center,Commercial Properties,Bürozentrum,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:LOFT_ATELIER,property-type,,Loft / Atelier,Commercial Properties,Loft / Atelier,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:PRAXIS,property-type,,Office,Commercial Properties,Praxis,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:PRAXISFLAECHE,property-type,,Office Space,Commercial Properties,Praxisfläche,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:PRAXISHAUS,property-type,,Office Building,Commercial Properties,Praxishaus,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:AUSSTELLUNGSFLAECHE,property-type,,Exhibition Space,Commercial Properties,Ausstellungsfläche,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:COWORKING,property-type,,Coworking,Commercial Properties,Co-Working,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:SHARED_OFFICE,property-type,,Shared Office,Commercial Properties,Gemeinschaftsbüro,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel,property-type,,Retail,Commercial Properties,Einzelhandel,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:LADENLOKAL,property-type,,Shop,Commercial Properties,Ladenlokal,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:EINZELHANDELSLADEN,property-type,,Retail Store,Commercial Properties,Einzelhandelsladen,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:VERBRAUCHERMARKT,property-type,,Store,Commercial Properties,Verbrauchermarkt,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:EINKAUFSZENTRUM,property-type,,Mall,Commercial Properties,Einkaufszentrum,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:KAUFHAUS,property-type,,Department Store,Commercial Properties,Kaufhaus,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:FACTORY_OUTLET,property-type,,Factory Outlet,Commercial Properties,Factory Outlet,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:KIOSK,property-type,,Kiosk,Commercial Properties,Kiosk,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:VERKAUFSFLAECHE,property-type,,Selling Space,Commercial Properties,Verkaufsfläche,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:AUSSTELLUNGSFLAECHE,property-type,,Exhibition Space,Commercial Properties,Ausstellungsfläche,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->gastgewerbe,property-type,,Hospitality Industry,Catering and Hotel Properties,Gastgewerbe,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:GASTRONOMIE,property-type,,Gastronomy,Catering and Hotel Properties,Gastronomie,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:GASTRONOMIE_UND_WOHNUNG,property-type,,Gastronomy and Flat,Catering and Hotel Properties,Gastronomie und Wohnung,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:PENSIONEN,property-type,,Pension,Catering and Hotel Properties,Pension,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:HOTELS,property-type,,Hotel,Catering and Hotel Properties,Hotel,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:WEITERE_BEHERBERGUNGSBETRIEBE,property-type,,Other Lodging Establishments,Catering and Hotel Properties,Beherbergungsbetrieb,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:BAR,property-type,,Bar,Catering and Hotel Properties,Bar,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:CAFE,property-type,,Café,Catering and Hotel Properties,Café,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:DISCOTHEK,property-type,,Discotheque,Catering and Hotel Properties,Discothek,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:RESTAURANT,property-type,,Restaurant,Catering and Hotel Properties,Restaurant,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:RAUCHERLOKAL,property-type,,Smoker Pub,Catering and Hotel Properties,Raucherlokal,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:EINRAUMLOKAL,property-type,,Single-room Pub,Catering and Hotel Properties,Einraumlokal,Gastronomie- und Hotellerie,1.0.8,2016-03-30
taxonomy,,objektkategorie->objektart->hallen_lager_prod,property-type,,Hall / Warehouse / Production,Storage and Production Spaces,Halle / Lager / Produktion,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:HALLE,property-type,,Hall,Storage and Production Spaces,Halle,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:INDUSTRIEHALLE,property-type,,Industrial Hall,Storage and Production Spaces,Industriehalle,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:LAGER,property-type,,Warehouse,Storage and Production Spaces,Lager,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:LAGERFLAECHEN,property-type,,Warehousing Space,Storage and Production Spaces,Lagerfläche,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:LAGER_MIT_FREIFLAECHE,property-type,,Warehouse with Open Space,Storage and Production Spaces,Lager mit Freifläche,Lager- und Produktionsflächen,1.4.0,2018-01-02
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:HOCHREGALLAGER,property-type,,High-bay Warenhouse,Storage and Production Spaces,Hochregallager,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:SPEDITIONSLAGER,property-type,,Forwarding Agency Warehouse,Storage and Production Spaces,Speditionslager,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:PRODUKTION,property-type,,Production,Storage and Production Spaces,Produktion,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:WERKSTATT,property-type,,Workshop,Storage and Production Spaces,Werkstatt,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:SERVICE,property-type,,Service,Storage and Production Spaces,Service,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:FREIFLAECHEN,property-type,,Open Space,Storage and Production Spaces,Freifläche,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:KUEHLHAUS,property-type,,Cold Warehouse,Storage and Production Spaces,Kühlhaus,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft,property-type,,Agriculture and Forestry,Agriculture and Forestry Properties,Land- und Forstwirtschaft,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:LANDWIRTSCHAFTLICHE_BETRIEBE,property-type,,Agricultural Plant,Agriculture and Forestry Properties,Landwirtschaftlicher Betrieb,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:BAUERNHOF,property-type,,Farm,Agriculture and Forestry Properties,Bauernhof,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:AUSSIEDLERHOF,property-type,,Isolated Farmstead,Agriculture and Forestry Properties,Aussiedlerhof,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:GARTENBAU,property-type,,Gardening,Agriculture and Forestry Properties,Gartenbau,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:ACKERBAU,property-type,,Arable Farming,Agriculture and Forestry Properties,Ackerbau,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:WEINBAU,property-type,,Wine-growing,Agriculture and Forestry Properties,Weinbau,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:VIEHWIRTSCHAFT,property-type,,Ranching,Agriculture and Forestry Properties,Viehwirtschaft,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:JAGD_UND_FORSTWIRTSCHAFT,property-type,,Hunting and Forestry,Agriculture and Forestry Properties,Jagd- und Forstwirtschaft,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:TEICH_UND_FISCHWIRTSCHAFT,property-type,,Fish Farming,Agriculture and Forestry Properties,Teich- und Fischwirtschaft,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:SCHEUNEN,property-type,,Barn,Agriculture and Forestry Properties,Scheune,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:REITERHOEFE,property-type,,Equestrian Center,Agriculture and Forestry Properties,Reiterhof,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:SONSTIGE_LANDWIRTSCHAFTSIMMOBILIEN,property-type,,Other Agricultural Properties,Agriculture and Forestry Properties,Sonstige Landwirtschaftsimmobilie,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:ANWESEN,property-type,,Estate,Agriculture and Forestry Properties,Anwesen,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:JAGDREVIER,property-type,,Hunting Ground,Agriculture and Forestry Properties,Jagdrevier,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->parken,property-type,,Parking,Parking Spaces,Parken,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:STELLPLATZ,property-type,,Car Space,Parking Spaces,Stellplatz,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:CARPORT,property-type,,Carport,Parking Spaces,Carport,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:DOPPELGARAGE,property-type,,Double Garage,Parking Spaces,Doppelgarage,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:DUPLEX,property-type,,Duplex,Parking Spaces,Duplex,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:TIEFGARAGE,property-type,,Deep-level Garage,Parking Spaces,Tiefgarage,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:BOOTSLIEGEPLATZ,property-type,,Berth,Parking Spaces,Bootsliegeplatz,Parken,1.4.0,2018-01-02
taxonomy,,objektkategorie->objektart->parken:parken_typ:EINZELGARAGE,property-type,,Single Garage,Parking Spaces,Einzelgarage,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:PARKPLATZ,property-type,,Parking Space,Parking Spaces,Parkplatz,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:TIEFGARAGENSTELLPLATZ,property-type,,Deep-level Car Space,Parking Spaces,Tiefgaragenstellplatz,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:PARKPLATZ_STROM,property-type,,Car Space with Power Connector,Parking Spaces,Parkplatz mit Stromanschluss,Parken,,
taxonomy,,objektkategorie->objektart->sonstige,property-type,,Other Property,Miscellaneous Properties,Sonstige Immobilie,Sonstige Immobilien,,
taxonomy,,objektkategorie->objektart->sonstige:sonstige_typ:PARKHAUS,property-type,,Parking Garage,Miscellaneous Properties,Parkhaus,Sonstige Immobilien,,
taxonomy,,objektkategorie->objektart->sonstige:sonstige_typ:TANKSTELLE,property-type,,Gas Station,Miscellaneous Properties,Tankstelle,Sonstige Immobilien,,
taxonomy,,objektkategorie->objektart->sonstige:sonstige_typ:KRANKENHAUS,property-type,,Hospital,Miscellaneous Properties,Krankenhaus,Sonstige Immobilien,,
taxonomy,,objektkategorie->objektart->sonstige:sonstige_typ:SONSTIGE,property-type,,Other Property,Miscellaneous Properties,Sonstige Immobilie,Sonstige Immobilien,,
taxonomy,,objektkategorie->objektart->freizeitimmobilie_gewerblich,property-type,,Commercial Recreational Property,Commercial Leisure Properties,Gewerbliche Freizeitimmobilie,Gewerbliche Freizeitimmobilien,,
taxonomy,,objektkategorie->objektart->freizeitimmobilie_gewerblich:freizeit_typ:SPORTANLAGEN,property-type,,Sports Facility,Commercial Leisure Properties,Sportanlage,Gewerbliche Freizeitimmobilien,,
taxonomy,,objektkategorie->objektart->freizeitimmobilie_gewerblich:freizeit_typ:VERGNUEGUNGSPARKS_UND_CENTER,property-type,,Theme Park,Commercial Leisure Properties,Vergnügungspark / -center,Gewerbliche Freizeitimmobilien,,
taxonomy,,objektkategorie->objektart->freizeitimmobilie_gewerblich:freizeit_typ:FREIZEITANLAGE,property-type,,Recreational Facility,Commercial Leisure Properties,Freizeitanlage,Gewerbliche Freizeitimmobilien,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt,property-type,,Block of Flats / Income Property,Income Properties,Zinshaus / Renditeobjekt,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:MEHRFAMILIENHAUS,property-type,,Multi-family House,Income Properties,Mehrfamilienhaus,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:WOHN_UND_GESCHAEFTSHAUS,property-type,,Living and Commercial Property,Income Properties,Wohn- und Geschäftshaus,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:GESCHAEFTSHAUS,property-type,,Commercial Property,Income Properties,Geschäftshaus,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:BUEROGEBAEUDE,property-type,,Office Building,Income Properties,Bürogebäude,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:SB_MAERKTE,property-type,,Self-service Market,Income Properties,SB-Markt,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:EINKAUFSCENTREN,property-type,,Mall,Income Properties,Einkaufszentrum,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:WOHNANLAGEN,property-type,,Residential Facility,Income Properties,Wohnanlage,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:VERBRAUCHERMAERKTE,property-type,,Store,Income Properties,Verbrauchermarkt,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:INDUSTRIEANLAGEN,property-type,,Industry Facility,Income Properties,Industrieanlage,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:PFLEGEHEIM,property-type,,Care Home,Income Properties,Pflegeheim,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:SANATORIUM,property-type,,Sanatorium,Income Properties,Sanatorium,Renditeobjekte,,
