Type,Group,Source,Destination,Filter,Title,Parent,Title DE,Parent DE,Last Update (Version),Last Update (Date)
# Posts,,,,,,,,,,
,,,,,,,,,,
post,,freitexte->objekttitel,post_title,,,,,,,
"# „freitexte->objektbeschreibung“, „freitexte->lage“, „freitexte->ausstatt_beschr“ and „freitexte->sonstige_angaben“ will be concatenated into the main property description field (post_content).",,,,,,,,,,
"# „freitexte->objektbeschreibung“, „freitexte->lage“, „freitexte->ausstatt_beschr“ und „freitexte->sonstige_angaben“ werden in im Haupt-Beschreibungsfeld der Immobilie (post_content) zusammengefügt.",,,,,,,,,,
post,,freitexte->objektbeschreibung+,post_content,,,,,,,
post,,freitexte->lage+,post_content,,,,,,,
post,,freitexte->ausstatt_beschr+,post_content,,,,,,,
post,,freitexte->sonstige_angaben+,post_content,,,,,,,
post,,freitexte->dreizeiler,post_excerpt,,,,,,,
,,,,,,,,,,
# Taxonomies,,,,,,,,,,
,,,,,,,,,,
#taxonomy,,objektkategorie->nutzungsart:WOHNEN,no_appropriate_taxonomy_in_freehold,,Living Properties,,Wohnimmobilien,,,
#taxonomy,,objektkategorie->nutzungsart:GEWERBE,no_appropriate_taxonomy_in_freehold,,Commercial Properties,,Gewerbeimmobilien,,,
#taxonomy,,objektkategorie->nutzungsart:ANLAGE,no_appropriate_taxonomy_in_freehold,,Investment,,Kapitalanlage,,,
#taxonomy,,objektkategorie->nutzungsart:WAZ,no_appropriate_taxonomy_in_freehold,,Temporary Living,,Wohnen auf Zeit,,,
,,,,,,,,,,
# Examples for setting property categories based on a string included in the free text „sonstige_angaben“,,,,,,,,,,
"# Beispiele für das Setzen von Objektkategorien, wenn ein bestimmtes Wort im Freitext „sonstige_angaben“ enthalten ist",,,,,,,,,,
#taxonomy,,freitexte->sonstige_angaben~Empfehlung,property_type,,featured,,,,,
#taxonomy,,freitexte->sonstige_angaben~Empfehlung,property_type,,widget,,,,,
#taxonomy,,freitexte->sonstige_angaben~Homepage,property_type,,homepage,,,,,
,,,,,,,,,,
taxonomy,,objektkategorie->objektart->wohnung:wohnungtyp:SOUTERRAIN,property_type,,Basement Flat,Flats,Souterrainwohnung,Wohnungen,,
taxonomy,,objektkategorie->objektart->wohnung:wohnungtyp:APARTMENT,property_type,,Apartment,Flats,Apartment,Wohnungen,,
taxonomy,,objektkategorie->objektart->wohnung:wohnungtyp:FERIENWOHNUNG,property_type,,Holiday Flat,Flats,Ferienwohnung,Wohnungen,,
taxonomy,,objektkategorie->objektart->wohnung:wohnungtyp:GALERIE,property_type,,Gallery Flat,Flats,Galeriewohnung,Wohnungen,,
taxonomy,,objektkategorie->objektart->wohnung:wohnungtyp:ROHDACHBODEN,property_type,,Raw Attic,Flats,Rohdachboden,Wohnungen,,
taxonomy,,objektkategorie->objektart->wohnung:wohnungtyp:ATTIKAWOHNUNG,property_type,,Penthouse Apartment,Flats,Attikawohnung,Wohnungen,,
taxonomy,,objektkategorie->objektart->haus,property_type,,House,Houses,Haus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:KEINE_ANGABE,property_type,,House,Houses,Haus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:REIHENHAUS,property_type,,Row House,Houses,Reihenhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:REIHENEND,property_type,,End Unit,Houses,Reihenendhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:REIHENMITTEL,property_type,,Mid-terrace Town House,Houses,Reihenmittelhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:REIHENECK,property_type,,End Unit,Houses,Reiheneckhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:DOPPELHAUSHAELFTE,property_type,,Semi-detached House,Houses,Doppelhaushälfte,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:EINFAMILIENHAUS,property_type,,Single-family House,Houses,Einfamilienhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:STADTHAUS,property_type,,Town House,Houses,Stadthaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:BUNGALOW,property_type,,Bungalow,Houses,Bungalow,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:VILLA,property_type,,Villa,Houses,Villa,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:RESTHOF,property_type,,Farm,Houses,Resthof,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:BAUERNHAUS,property_type,,Farm House,Houses,Bauernhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:LANDHAUS,property_type,,Country House,Houses,Landhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:SCHLOSS,property_type,,Castle,Houses,Schloss,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:ZWEIFAMILIENHAUS,property_type,,Two Family House,Houses,Zweifamilienhaus,Häuser,1.5.5,2023-10-25
taxonomy,,objektkategorie->objektart->haus:haustyp:MEHRFAMILIENHAUS,property_type,,Multi-family House,Houses,Mehrfamilienhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:FERIENHAUS,property_type,,Holiday Home,Houses,Ferienhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:BERGHUETTE,property_type,,Mountain Hut,Houses,Berghütte,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:CHALET,property_type,,Chalet,Houses,Chalet,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:STRANDHAUS,property_type,,Beach Home,Houses,Strandhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:LAUBE-DATSCHE-GARTENHAUS,property_type,,Pergola / Weekend home / Summerhouse,Houses,Laube / Datsche / Gartenhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:APARTMENTHAUS,property_type,,Apartment House,Houses,Apartmenthaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:BURG,property_type,,Castle,Houses,Burg,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:HERRENHAUS,property_type,,Mansion,Houses,Herrenhaus,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:FINCA,property_type,,Finca,Houses,Finca,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:RUSTICO,property_type,,Rustico,Houses,Rustico,Häuser,,
taxonomy,,objektkategorie->objektart->haus:haustyp:FERTIGHAUS,property_type,,Prefabricated House,Houses,Fertighaus,Häuser,,
taxonomy,,objektkategorie->objektart->grundstueck,property_type,,Lot,Lots,Grundstück,Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:WOHNEN,property_type,,Residential Lot,Lots,Grundstück (Wohnbebauung),Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:GEWERBE,property_type,,Commercial Lot,Lots,Grundstück (Gewerbe),Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:INDUSTRIE,property_type,,Industrial Lot,Lots,Industriegrundstück,Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:LAND_FORSTWIRSCHAFT,property_type,,Agricultural Lot,Lots,Grundstück (Land- und Forstwirtschaft),Grundstücke,1.4.0,2020-02-08
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:LAND_FORSTWIRTSCHAFT,property_type,,Agricultural Lot,Lots,Grundstück (Land- und Forstwirtschaft),Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:FREIZEIT,property_type,,Recreational Lot,Lots,Freizeitgrundstück,Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:GEMISCHT,property_type,,Mixed Lot,Lots,Grundstück (Gemischt),Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:GEWERBEPARK,property_type,,Commercial Park,Lots,Gewerbepark,Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:SONDERNUTZUNG,property_type,,Lot (Special Use),Lots,Grundstück (Sondernutzung),Grundstücke,,
taxonomy,,objektkategorie->objektart->grundstueck:grundst_typ:SEE_LIEGENSCHAFT,property_type,,Waterside Property,Lots,Grundstück (See-Liegenschaft),Grundstücke,,
taxonomy,,objektkategorie->objektart->buero_praxen,property_type,,Office,Commercial Properties,Büro / Praxis,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:BUEROFLAECHE,property_type,,Office Space,Commercial Properties,Bürofläche,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:BUEROHAUS,property_type,,Office Building,Commercial Properties,Bürohaus,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:BUEROZENTRUM,property_type,,Office Center,Commercial Properties,Bürozentrum,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:LOFT_ATELIER,property_type,,Loft / Atelier,Commercial Properties,Loft / Atelier,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:PRAXIS,property_type,,Office,Commercial Properties,Praxis,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:PRAXISFLAECHE,property_type,,Office Space,Commercial Properties,Praxisfläche,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:PRAXISHAUS,property_type,,Office Building,Commercial Properties,Praxishaus,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:AUSSTELLUNGSFLAECHE,property_type,,Exhibition Space,Commercial Properties,Ausstellungsfläche,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:COWORKING,property_type,,Coworking,Commercial Properties,Co-Working,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->buero_praxen:buero_typ:SHARED_OFFICE,property_type,,Shared Office,Commercial Properties,Gemeinschaftsbüro,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel,property_type,,Retail,Commercial Properties,Einzelhandel,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:LADENLOKAL,property_type,,Shop,Commercial Properties,Ladenlokal,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:EINZELHANDELSLADEN,property_type,,Retail Store,Commercial Properties,Einzelhandelsladen,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:VERBRAUCHERMARKT,property_type,,Store,Commercial Properties,Verbrauchermarkt,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:EINKAUFSZENTRUM,property_type,,Mall,Commercial Properties,Einkaufszentrum,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:KAUFHAUS,property_type,,Department Store,Commercial Properties,Kaufhaus,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:FACTORY_OUTLET,property_type,,Factory Outlet,Commercial Properties,Factory Outlet,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:KIOSK,property_type,,Kiosk,Commercial Properties,Kiosk,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:VERKAUFSFLAECHE,property_type,,Selling Space,Commercial Properties,Verkaufsfläche,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->einzelhandel:handel_typ:AUSSTELLUNGSFLAECHE,property_type,,Exhibition Space,Commercial Properties,Ausstellungsfläche,Gewerbeobjekte,,
taxonomy,,objektkategorie->objektart->gastgewerbe,property_type,,Hospitality Industry,Catering and Hotel Properties,Gastgewerbe,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:GASTRONOMIE,property_type,,Gastronomy,Catering and Hotel Properties,Gastronomie,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:GASTRONOMIE_UND_WOHNUNG,property_type,,Gastronomy and Flat,Catering and Hotel Properties,Gastronomie und Wohnung,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:PENSIONEN,property_type,,Pension,Catering and Hotel Properties,Pension,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:HOTELS,property_type,,Hotel,Catering and Hotel Properties,Hotel,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:WEITERE_BEHERBERGUNGSBETRIEBE,property_type,,Other Lodging Establishments,Catering and Hotel Properties,Beherbergungsbetrieb,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:BAR,property_type,,Bar,Catering and Hotel Properties,Bar,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:CAFE,property_type,,Café,Catering and Hotel Properties,Café,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:DISCOTHEK,property_type,,Discotheque,Catering and Hotel Properties,Discothek,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:RESTAURANT,property_type,,Restaurant,Catering and Hotel Properties,Restaurant,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:RAUCHERLOKAL,property_type,,Smoker Pub,Catering and Hotel Properties,Raucherlokal,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->gastgewerbe:gastgew_typ:EINRAUMLOKAL,property_type,,Single-room Pub,Catering and Hotel Properties,Einraumlokal,Gastronomie- und Hotellerie,1.0.2,2016-03-30
taxonomy,,objektkategorie->objektart->hallen_lager_prod,property_type,,Hall / Warehouse / Production,Storage and Production Spaces,Halle / Lager / Produktion,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:HALLE,property_type,,Hall,Storage and Production Spaces,Halle,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:INDUSTRIEHALLE,property_type,,Industrial Hall,Storage and Production Spaces,Industriehalle,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:LAGER,property_type,,Warehouse,Storage and Production Spaces,Lager,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:LAGERFLAECHEN,property_type,,Warehousing Space,Storage and Production Spaces,Lagerfläche,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:LAGER_MIT_FREIFLAECHE,property_type,,Warehouse with Open Space,Storage and Production Spaces,Lager mit Freifläche,Lager- und Produktionsflächen,1.3.0,2018-01-02
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:HOCHREGALLAGER,property_type,,High-bay Warenhouse,Storage and Production Spaces,Hochregallager,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:SPEDITIONSLAGER,property_type,,Forwarding Agency Warehouse,Storage and Production Spaces,Speditionslager,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:PRODUKTION,property_type,,Production,Storage and Production Spaces,Produktion,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:WERKSTATT,property_type,,Workshop,Storage and Production Spaces,Werkstatt,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:SERVICE,property_type,,Service,Storage and Production Spaces,Service,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:FREIFLAECHEN,property_type,,Open Space,Storage and Production Spaces,Freifläche,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->hallen_lager_prod:hallen_typ:KUEHLHAUS,property_type,,Cold Warehouse,Storage and Production Spaces,Kühlhaus,Lager- und Produktionsflächen,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft,property_type,,Agriculture and Forestry,Agriculture and Forestry Properties,Land- und Forstwirtschaft,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:LANDWIRTSCHAFTLICHE_BETRIEBE,property_type,,Agricultural Plant,Agriculture and Forestry Properties,Landwirtschaftlicher Betrieb,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:BAUERNHOF,property_type,,Farm,Agriculture and Forestry Properties,Bauernhof,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:AUSSIEDLERHOF,property_type,,Isolated Farmstead,Agriculture and Forestry Properties,Aussiedlerhof,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:GARTENBAU,property_type,,Gardening,Agriculture and Forestry Properties,Gartenbau,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:ACKERBAU,property_type,,Arable Farming,Agriculture and Forestry Properties,Ackerbau,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:WEINBAU,property_type,,Wine-growing,Agriculture and Forestry Properties,Weinbau,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:VIEHWIRTSCHAFT,property_type,,Ranching,Agriculture and Forestry Properties,Viehwirtschaft,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:JAGD_UND_FORSTWIRTSCHAFT,property_type,,Hunting and Forestry,Agriculture and Forestry Properties,Jagd- und Forstwirtschaft,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:TEICH_UND_FISCHWIRTSCHAFT,property_type,,Fish Farming,Agriculture and Forestry Properties,Teich- und Fischwirtschaft,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:SCHEUNEN,property_type,,Barn,Agriculture and Forestry Properties,Scheune,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:REITERHOEFE,property_type,,Equestrian Center,Agriculture and Forestry Properties,Reiterhof,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:SONSTIGE_LANDWIRTSCHAFTSIMMOBILIEN,property_type,,Other Agricultural Properties,Agriculture and Forestry Properties,Sonstige Landwirtschaftsimmobilie,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:ANWESEN,property_type,,Estate,Agriculture and Forestry Properties,Anwesen,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->land_und_forstwirtschaft:land_typ:JAGDREVIER,property_type,,Hunting Ground,Agriculture and Forestry Properties,Jagdrevier,Land- und Forstwirtschaft,,
taxonomy,,objektkategorie->objektart->parken,property_type,,Parking,Parking Spaces,Parken,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:STELLPLATZ,property_type,,Car Space,Parking Spaces,Stellplatz,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:CARPORT,property_type,,Carport,Parking Spaces,Carport,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:DOPPELGARAGE,property_type,,Double Garage,Parking Spaces,Doppelgarage,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:DUPLEX,property_type,,Duplex,Parking Spaces,Duplex,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:TIEFGARAGE,property_type,,Deep-level Garage,Parking Spaces,Tiefgarage,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:BOOTSLIEGEPLATZ,property_type,,Berth,Parking Spaces,Bootsliegeplatz,Parken,1.3.0,2018-01-02
taxonomy,,objektkategorie->objektart->parken:parken_typ:EINZELGARAGE,property_type,,Single Garage,Parking Spaces,Einzelgarage,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:PARKPLATZ,property_type,,Parking Space,Parking Spaces,Parkplatz,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:TIEFGARAGENSTELLPLATZ,property_type,,Deep-level Car Space,Parking Spaces,Tiefgaragenstellplatz,Parken,,
taxonomy,,objektkategorie->objektart->parken:parken_typ:PARKPLATZ_STROM,property_type,,Car Space with Power Connector,Parking Spaces,Parkplatz mit Stromanschluss,Parken,,
taxonomy,,objektkategorie->objektart->sonstige,property_type,,Other Property,Miscellaneous Properties,Sonstige Immobilie,Sonstige Immobilien,,
taxonomy,,objektkategorie->objektart->sonstige:sonstige_typ:PARKHAUS,property_type,,Parking Garage,Miscellaneous Properties,Parkhaus,Sonstige Immobilien,,
taxonomy,,objektkategorie->objektart->sonstige:sonstige_typ:TANKSTELLE,property_type,,Gas Station,Miscellaneous Properties,Tankstelle,Sonstige Immobilien,,
taxonomy,,objektkategorie->objektart->sonstige:sonstige_typ:KRANKENHAUS,property_type,,Hospital,Miscellaneous Properties,Krankenhaus,Sonstige Immobilien,,
taxonomy,,objektkategorie->objektart->sonstige:sonstige_typ:SONSTIGE,property_type,,Other Property,Miscellaneous Properties,Sonstige Immobilie,Sonstige Immobilien,,
taxonomy,,objektkategorie->objektart->freizeitimmobilie_gewerblich,property_type,,Commercial Recreational Property,Commercial Leisure Properties,Gewerbliche Freizeitimmobilie,Gewerbliche Freizeitimmobilien,,
taxonomy,,objektkategorie->objektart->freizeitimmobilie_gewerblich:freizeit_typ:SPORTANLAGEN,property_type,,Sports Facility,Commercial Leisure Properties,Sportanlage,Gewerbliche Freizeitimmobilien,,
taxonomy,,objektkategorie->objektart->freizeitimmobilie_gewerblich:freizeit_typ:VERGNUEGUNGSPARKS_UND_CENTER,property_type,,Theme Park,Commercial Leisure Properties,Vergnügungspark / -center,Gewerbliche Freizeitimmobilien,,
taxonomy,,objektkategorie->objektart->freizeitimmobilie_gewerblich:freizeit_typ:FREIZEITANLAGE,property_type,,Recreational Facility,Commercial Leisure Properties,Freizeitanlage,Gewerbliche Freizeitimmobilien,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt,property_type,,Block of Flats / Income Property,Income Properties,Zinshaus / Renditeobjekt,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:MEHRFAMILIENHAUS,property_type,,Multi-family House,Income Properties,Mehrfamilienhaus,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:WOHN_UND_GESCHAEFTSHAUS,property_type,,Living and Commercial Property,Income Properties,Wohn- und Geschäftshaus,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:GESCHAEFTSHAUS,property_type,,Commercial Property,Income Properties,Geschäftshaus,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:BUEROGEBAEUDE,property_type,,Office Building,Income Properties,Bürogebäude,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:SB_MAERKTE,property_type,,Self-service Market,Income Properties,SB-Markt,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:EINKAUFSCENTREN,property_type,,Mall,Income Properties,Einkaufszentrum,Renditeobjekte,,
taxonomy,,objektkategorie->objektart->zinshaus_renditeobjekt:zins_typ:WOHNANLAGEN,property_type,,Residential Facility,Income Properties,Wohnanlage,Renditeobjekte,,
